name,deliver_time,discount,deliver_way,category,sub_category,maker,price,profit,sell_count,label
"Acme 尺子, 工业",3.2857142857142856,0.17142857142857146,3.2857142857142856,1,1,18,85.56984126984128,0.07428571428571429,4.142857142857143,1
"Avery 孔加固材料, 耐用",4.111111111111111,0.13333333333333336,3.5555555555555554,1,3,19,27.645679012345678,-0.19999999999999998,3.111111111111111,0
"Cardinal 装订机, 回收",2.6666666666666665,0.13333333333333333,3.0,1,3,3,66.1388888888889,0.17,4.0,1
"三星 办公室电话机, 整包",3.25,0.0,3.0,2,11,20,304.82440476190476,0.45,4.75,2
"Hewlett 传真机, 数字化",3.6666666666666665,0.13333333333333333,3.0,2,9,21,1491.3333333333333,0.09666666666666668,4.166666666666667,1
"Elite 开信刀, 工业",3.3333333333333335,0.06666666666666667,3.0,1,1,22,135.0,0.37833333333333335,4.0,2
"Sauder 书架, 金属",5.285714285714286,0.17142857142857146,3.857142857142857,3,13,23,682.6253968253968,0.011428571428571418,3.4285714285714284,1
"Office Star 摇椅, 可调",5.333333333333333,0.11666666666666665,3.5,3,6,24,669.2592592592594,0.33666666666666667,2.8333333333333335,2
"OIC 图钉, 金属",5.285714285714286,0.2285714285714286,3.7142857142857144,1,8,25,66.18253968253967,0.09857142857142856,2.4285714285714284,1
"Accos 图钉, 混合尺寸",4.75,0.2,3.0,1,8,26,51.88541666666667,0.010000000000000009,6.0,1
"罗技 路由器, 实惠",4.333333333333333,0.26666666666666666,3.0,2,10,27,1153.5555555555557,0.09000000000000001,1.0,1
"Tenex 灯泡, 黑色",4.0,0.13333333333333333,3.3333333333333335,3,14,28,88.27777777777779,0.20333333333333334,1.6666666666666667,2
"Wilson Jones 标签, 回收",3.5,0.0,3.1666666666666665,1,3,29,31.887962962962963,0.46,4.0,2
"Fellowes 文件车, 金属",5.166666666666667,0.0,3.8333333333333335,1,15,30,636.4722222222223,0.46,2.8333333333333335,2
"Harbour Creations 椅垫, 可调",3.5384615384615383,0.13846153846153847,3.230769230769231,3,6,31,347.63269230769225,0.3492307692307693,3.6923076923076925,2
"Dania 书架, 白色",2.75,0.1,2.25,3,13,32,579.1229166666667,0.05500000000000001,4.5,1
"Advantus 灯泡, 耐用",3.1666666666666665,0.06666666666666667,3.0,3,14,33,79.81388888888888,-0.11166666666666668,3.3333333333333335,0
"Boston 画布, 蓝色",3.75,0.15,3.25,1,16,34,250.18333333333334,-0.36,3.25,0
"Green Bar 笔记本, 优质",3.8,0.0,3.6,1,7,9,139.0,0.48,5.4,2
"Smead 盘, 工业",2.8,0.0,3.0,1,15,35,228.3666666666667,0.34,3.2,2
"Lesro 培训桌, 长方形",3.6666666666666665,0.25,3.3333333333333335,3,17,36,1242.7936507936508,-0.23,3.0,0
"SanDisk 羊皮纸, 每包 12 个",3.0,0.0,2.0,1,7,14,97.33333333333333,0.37,3.0,2
"Breville 炉灶, 黑色",4.8,0.24000000000000005,4.0,1,4,37,2617.813888888889,-0.023999999999999994,4.6,0
"Fellowes 锁柜, 蓝色",3.75,0.0,3.5,1,15,30,967.5555555555555,0.0,5.0,0
"Sanford 钢笔, 混合尺寸",4.0,0.4,3.2,1,16,38,66.78333333333333,-1.186,3.0,0
"Ibico 打孔机, 透明",3.5555555555555554,0.08888888888888889,3.3333333333333335,1,3,7,139.61494708994712,0.24222222222222223,4.555555555555555,2
"Boston 速写本, 蓝色",4.5,0.46666666666666673,3.8333333333333335,1,16,34,226.61805555555557,-1.93,2.6666666666666665,0
"Ames 邮寄品, 银色",4.636363636363637,0.0,3.6363636363636362,1,2,39,178.57619047619048,0.42,4.181818181818182,2
"思科 充电器, 全尺寸",4.5,0.1,3.75,2,11,40,3045.965277777778,-0.03749999999999999,2.5,0
"Hewlett 传真机, 彩色",3.6666666666666665,0.26666666666666666,3.3333333333333335,2,9,21,1499.5833333333333,0.15,3.6666666666666665,1
"Tenex 盘, 工业",4.25,0.0,3.25,1,15,28,255.2047619047619,0.44,4.25,2
"Hamilton Beach 炉灶, 黑色",3.0,0.26666666666666666,3.3333333333333335,1,4,41,2528.288888888889,-0.04,4.333333333333333,0
"Hamilton Beach 烤面包机, 银色",4.444444444444445,0.044444444444444446,3.6666666666666665,1,4,41,271.9109788359788,0.09777777777777778,3.4444444444444446,1
"Rogers 文件夹, 蓝色",2.6666666666666665,0.0,2.888888888888889,1,15,42,143.21296296296296,0.48000000000000004,3.0,2
"Acme 开信刀, 蓝色",3.8461538461538463,0.09230769230769233,3.230769230769231,1,1,18,140.96153846153845,0.04307692307692309,3.230769230769231,1
"Stockwell 订书钉, 每包 12 个",3.8333333333333335,0.16666666666666666,3.0833333333333335,1,8,10,46.39765211640212,-0.19000000000000006,4.25,0
"Accos 按钉, 整包",4.142857142857143,0.2285714285714286,3.7142857142857144,1,8,26,67.80102040816327,-0.10857142857142858,3.5714285714285716,0
"Dania 古典书架, 白色",4.6,0.24000000000000005,3.6,3,13,32,1928.5166666666669,-0.092,2.4,0
"Smead 文件车, 蓝色",4.75,0.0,3.25,1,15,35,599.09375,0.38,2.625,2
"佳能 传真机, 红色",4.666666666666667,0.13333333333333333,3.3333333333333335,2,9,43,1477.374074074074,0.25333333333333335,3.3333333333333335,2
"松下 电话, 耐用",2.6666666666666665,0.0,2.0,2,5,44,396.25396825396825,0.12,3.6666666666666665,1
"Harbour Creations 运输标签, 耐用",4.6,0.0,3.6,1,12,31,55.44,0.48,3.8,2
"Stockwell 回形针, 混合尺寸",3.7,0.08,3.1,1,8,10,52.636825396825394,0.28800000000000003,3.4,2
"StarTech 打印机, 耐用",2.75,0.1,3.0,2,5,45,1196.0277777777778,-0.07250000000000001,4.25,0
"Hoover 微波炉, 黑色",4.0,0.2,3.4,1,4,46,1437.5844047619048,-0.16,3.9,0
"Stanley 速写本, 蓝色",1.0,0.2,1.0,1,16,47,207.5,-0.08,3.0,0
"Green Bar 计划信息表, 每包 12 个",1.0,0.0,1.0,1,7,9,130.33333333333334,0.06,3.0,1
"SanDisk 路由器, 耐用",4.0,0.0,3.0,2,10,14,1197.2222222222222,0.26,2.3333333333333335,2
"Smead 有色标签, 红色",4.25,0.0,3.25,1,12,35,60.0,0.5,3.25,2
"Kraft 搭扣信封, 红色",4.166666666666667,0.0,3.5,1,2,48,58.5452380952381,0.43,4.5,2
"宜家 书架, 传统",2.5,0.1,2.0,3,13,49,572.0,-0.037500000000000006,2.75,0
"三星 信号增强器, 全尺寸",2.6666666666666665,0.13333333333333333,3.3333333333333335,2,11,20,643.3888888888889,0.29,6.0,2
"Kraft 邮寄品, 每套 50 个",5.0,0.0,3.75,1,2,48,175.78333333333333,0.09,3.0,1
"三星 充电器, 全尺寸",4.0,0.05,3.25,2,11,20,2974.7291666666665,0.13375,2.625,1
"Elite 大剪刀, 蓝色",4.714285714285714,0.17142857142857146,3.5714285714285716,1,1,22,219.38095238095238,0.19,3.2857142857142856,1
"Accos 橡皮筋, 每包 12 个",3.7142857142857144,0.05714285714285715,3.0,1,8,26,75.09183673469387,0.08,3.5714285714285716,1
"Hon 圆形标签, 耐用",3.4,0.0,3.2,1,12,50,33.0,0.17,2.6,1
"Novimex 合法证物标签, 可调",3.75,0.0,3.75,1,12,16,39.0,0.21,3.75,2
"Harbour Creations 运输标签, 可调",3.888888888888889,0.0,3.3333333333333335,1,12,31,43.7063492063492,0.14,5.222222222222222,1
"Kleencut 尺子, 钢",4.0,0.1,3.5,1,1,4,60.44722222222223,0.1825,4.0,1
"佳能 复印机, 数字化",3.5714285714285716,0.05714285714285715,3.2857142857142856,2,9,43,1221.6095238095238,0.10142857142857142,3.142857142857143,1
"夏普 墨水, 每套两件",4.0,0.13333333333333333,3.0,2,9,51,580.6111111111112,-0.15,3.3333333333333335,0
"Novimex 圆形标签, 可调",4.75,0.0,3.75,1,12,16,19.333333333333332,0.45,2.5,2
"Ames 外皮和封条, 回收",3.4,0.0,3.0,1,2,39,81.58095238095238,0.34,4.0,2
"Tenex 分层置放架, 黑色",4.285714285714286,0.17142857142857146,3.5714285714285716,3,14,28,117.67721088435374,-0.017142857142857154,3.5714285714285716,0
"Harbour Creations 有色标签, 可调",4.0,0.0,3.3333333333333335,1,12,31,50.36616161616163,0.15,4.333333333333333,1
"Eldon 框架, 优质",2.4,0.16,2.5,3,14,52,536.084126984127,0.316,3.0,2
"思科 充电器, 混合尺寸",4.8,0.24000000000000005,4.0,2,11,40,3053.1566666666668,-0.25999999999999995,3.6,0
"Wilson Jones 孔加固材料, 实惠",4.076923076923077,0.09230769230769233,3.1538461538461537,1,3,29,21.072191697191695,0.1223076923076923,3.8461538461538463,1
"Eldon 搁板, 金属",3.375,0.0,2.875,1,15,52,221.55416666666667,0.28,2.875,2
"Rogers 盘, 金属",4.857142857142857,0.0,3.5714285714285716,1,15,42,283.5476190476191,0.43000000000000005,3.7142857142857144,2
"Rogers 盘, 工业",4.833333333333333,0.0,4.0,1,15,42,290.0,0.44,2.6666666666666665,2
"Stiletto 大剪刀, 钢",4.714285714285714,0.2857142857142857,3.4285714285714284,1,1,53,221.61904761904765,-0.38999999999999996,4.0,0
"Novimex 折叠椅, 每套两件",4.666666666666667,0.23333333333333336,3.8333333333333335,3,6,16,394.391975308642,0.15166666666666664,2.6666666666666665,1
"OIC 夹子, 整包",3.4,0.16,3.0,1,8,25,92.28888888888889,0.202,5.8,2
"Ames 局间信封, 银色",3.0,0.0,2.75,1,2,39,221.79861111111111,0.1,4.5,1
"Sanford 荧光笔, 蓝色",3.857142857142857,0.2571428571428571,3.142857142857143,1,16,38,73.29761904761905,-0.1042857142857143,4.0,0
"爱普生 收据打印机, 耐用",4.0,0.2,4.0,2,5,11,546.7083333333334,0.04000000000000001,2.5,1
"Elite 修剪器, 工业",3.3333333333333335,0.13333333333333333,2.6666666666666665,1,1,22,201.8888888888889,-0.12333333333333334,4.666666666666667,0
"Cuisinart 咖啡研磨机, 红色",3.0,0.0,2.6666666666666665,1,4,54,180.15,0.31,3.6666666666666665,2
"Elite 开信刀, 钢",2.4,0.16,2.6,1,1,22,124.58333333333334,0.354,4.4,2
"Avery 装订机, 回收",4.555555555555555,0.13333333333333336,3.5555555555555554,1,3,19,61.89153439153439,-0.22333333333333336,3.4444444444444446,0
"Eldon 闹钟, 优质",4.125,0.1,3.375,3,14,52,257.3391865079365,-0.1325,4.375,0
"SAFCO 扶手椅, 红色",4.0,0.13,3.6,3,6,8,2153.291666666667,0.323,3.4,2
"Novimex 折叠椅, 黑色",4.25,0.19999999999999998,3.4166666666666665,3,6,16,372.28776755651757,-0.25499999999999995,5.25,0
"Memorex 键区, 回收",4.2,0.0,3.2,2,10,17,200.79333333333335,0.12,4.4,1
"Fiskars 修剪器, 锯齿状",3.0,0.16,3.0,1,1,1,181.98888888888888,0.354,4.4,2
"Hewlett 复印机, 彩色",3.5,0.1,3.25,2,9,21,1237.2222222222222,0.0675,3.5,1
"Eaton 计划信息表, 每包 12 个",3.6,0.0,3.0,1,7,55,115.38285714285716,0.05,4.0,1
"Acco 孔加固材料, 透明",3.2,0.16,3.0,1,3,56,28.559656084656087,0.302,5.8,2
"KitchenAid 微波炉, 黑色",3.5,0.0,2.5,1,4,5,1445.8333333333335,0.02,2.0,1
"诺基亚 办公室电话机, 整包",4.5,0.2,3.5,2,11,15,304.29861111111114,0.185,3.0,1
"贝尔金 路由器, 耐用",4.2,0.08,3.4,2,10,57,1208.3899999999999,0.34199999999999997,2.6,2
"Fiskars 大剪刀, 工业",3.5714285714285716,0.05714285714285715,3.142857142857143,1,1,1,229.92244897959182,0.19,4.571428571428571,1
"Stanley 铅笔刀, 整包",3.0,0.36,3.2,1,16,47,117.00833333333335,-0.8019999999999999,4.2,0
"Avery 装订机, 实惠",3.2,0.24000000000000005,2.8,1,3,19,60.06666666666668,0.25999999999999995,2.4,2
"StarTech 收据打印机, 红色",1.8333333333333333,0.26666666666666666,2.3333333333333335,2,5,45,502.87804232804234,-0.35999999999999993,3.1666666666666665,0
"GlobeWeis 马尼拉纸信封, 银色",3.8333333333333335,0.0,3.0,1,2,2,139.0,0.09999999999999999,2.8333333333333335,1
"罗技 记忆卡, 耐用",2.3333333333333335,0.13333333333333333,2.3333333333333335,2,10,27,483.4111111111111,0.37666666666666665,4.333333333333333,2
"诺基亚 办公室电话机, 全尺寸",3.5,0.16,2.8,2,11,15,310.0,0.126,4.9,1
"Smead 锁柜, 单宽度",3.0,0.0,2.6666666666666665,1,15,35,926.0629629629628,0.08,3.5555555555555554,1
"Kraft 搭扣信封, 银色",3.111111111111111,0.0,2.7777777777777777,1,2,48,53.077777777777776,0.4600000000000001,3.111111111111111,2
"Elite 美工刀, 工业",3.2857142857142856,0.05714285714285715,2.7142857142857144,1,1,22,170.35714285714286,0.19,2.4285714285714284,1
"Hon 摇椅, 红色",3.857142857142857,0.2857142857142857,3.142857142857143,3,6,50,609.5010582010582,0.18571428571428575,5.857142857142857,1
"贝尔金 闪存驱动器, 回收",4.333333333333333,0.4000000000000001,3.6666666666666665,2,10,57,185.6388888888889,-0.62,5.0,0
"惠普 墨水, 彩色",3.5714285714285716,0.05714285714285715,3.2857142857142856,2,9,12,607.3857142857144,0.3871428571428571,3.7142857142857144,2
"Enermax 键盘, 实惠",3.6,0.16,3.2,2,10,58,389.4244444444444,0.15,5.2,1
"Cardinal 订书机, 透明",4.222222222222222,0.2222222222222222,3.4444444444444446,1,3,3,229.6828202661536,-0.1922222222222222,6.222222222222222,0
"Hon 运输标签, 白色",2.5,0.0,2.5,1,12,50,53.02777777777778,0.12,4.5,1
"Avery 孔加固材料, 透明",4.7272727272727275,0.14545454545454548,3.6363636363636362,1,3,19,18.090909090909093,0.04454545454545455,3.8181818181818183,1
"Avery 订书机, 回收",3.357142857142857,0.05714285714285715,2.9285714285714284,1,3,19,229.59557823129248,0.0028571428571428437,5.0,1
"Harbour Creations 扶手椅, 可调",4.090909090909091,0.1,3.272727272727273,3,6,31,2221.7939782439785,0.3663636363636364,4.363636363636363,2
"Advantus 门挡, 耐用",4.8,0.08,3.8,3,14,33,196.2626984126984,0.0020000000000000018,4.0,1
"Harbour Creations 合法证物标签, 红色",4.285714285714286,0.0,3.5714285714285716,1,12,31,50.259523809523806,0.32,3.2857142857142856,2
"OIC 橡皮筋, 金属",4.25,0.2,3.5,1,8,25,80.13333333333333,-0.09500000000000001,3.0,0
"Bush 古典书架, 金属",4.571428571428571,0.05714285714285715,3.4285714285714284,3,13,59,1923.3154761904764,-0.05142857142857144,4.142857142857143,0
"KitchenAid 冰箱, 银色",2.6666666666666665,0.0,3.0,1,4,5,2467.1111111111113,0.36000000000000004,2.3333333333333335,2
"Tenex 相框, 一包多件",2.5,0.13333333333333333,2.1666666666666665,3,14,28,242.16296296296298,0.1433333333333333,4.0,1
"Cameo 搭扣信封, 回收",4.285714285714286,0.0,3.2857142857142856,1,2,60,38.74798534798534,0.01,6.0,1
"SAFCO 折叠椅, 红色",3.9166666666666665,0.125,3.3333333333333335,3,6,8,400.0,0.02,2.5,1
"Tenex 文件夹, 工业",3.0,0.0,2.909090909090909,1,15,28,110.7020202020202,0.0,3.0,0
"Enermax 笔记本, 每包 12 个",3.875,0.0,3.125,1,7,58,152.41250000000002,0.26,3.125,2
"Avery 合法证物标签, 红色",4.0,0.0,3.6,1,12,19,52.025,0.11000000000000001,3.4,1
"Kleencut 修剪器, 钢",2.6666666666666665,0.13333333333333336,2.7777777777777777,1,1,4,190.7101851851852,0.08333333333333333,3.6666666666666665,1
"Tenex 闹钟, 耐用",4.0,0.06666666666666667,3.6666666666666665,3,14,28,220.62777777777777,0.13333333333333333,2.8333333333333335,1
"Breville 微波炉, 银色",4.5,0.13333333333333333,3.6666666666666665,1,4,37,1411.4461279461277,-0.1366666666666667,5.333333333333333,0
"Harbour Creations 扶手椅, 红色",3.4,0.04,3.4,3,6,31,2210.1400000000003,0.41600000000000004,3.2,2
"Acme 剪刀, 工业",4.0,0.06666666666666667,3.1666666666666665,1,1,18,126.41666666666667,0.11166666666666668,3.0,1
"三星 办公室电话机, 全尺寸",4.0,0.16,3.6,2,11,20,310.35777777777776,0.21599999999999997,4.8,2
"Deflect-O 门挡, 优质",4.0,0.0,3.75,3,14,61,198.67857142857144,0.26,4.0,2
"Stockwell 橡皮筋, 混合尺寸",4.375,0.0,3.625,1,8,10,64.64107142857142,0.43499999999999994,3.25,2
"思科 耳机, 混合尺寸",4.857142857142857,0.0,3.4285714285714284,2,11,40,426.0,0.14,4.142857142857143,1
"Rogers 文件夹, 单宽度",4.428571428571429,0.0,3.7142857142857144,1,15,42,143.3700680272109,0.29,3.857142857142857,2
"罗技 闪存驱动器, 可编程",3.875,0.15000000000000002,3.125,2,10,27,149.42847222222224,0.0012500000000000011,3.125,1
"Brother 墨水, 红色",3.25,0.0,3.25,2,9,62,679.0,0.21,3.25,2
"Stockwell 订书钉, 整包",3.6923076923076925,0.1846153846153846,3.3846153846153846,1,8,10,49.90541310541311,0.27384615384615385,3.6153846153846154,2
"Eaton 信纸, 优质",3.3333333333333335,0.0,3.1666666666666665,1,7,55,210.9,0.42,4.0,2
"Breville 咖啡研磨机, 银色",2.8,0.16,2.6,1,4,37,292.2,-0.15400000000000003,1.6,0
"Eldon 盒, 工业",3.4545454545454546,0.0,3.3636363636363638,1,15,52,50.11222943722944,0.18999999999999997,5.0,1
"Hamilton Beach 炉灶, 白色",3.8333333333333335,0.06666666666666667,3.1666666666666665,1,4,41,2522.192063492064,0.13333333333333333,3.8333333333333335,1
"松下 收据打印机, 白色",2.5,0.2,2.5,2,5,44,556.8333333333334,-0.32,2.0,0
"苹果 信号增强器, 混合尺寸",3.5,0.20000000000000004,2.8333333333333335,2,11,63,650.936507936508,0.16,3.3333333333333335,1
"Eldon 分层置放架, 耐用",3.5555555555555554,0.08888888888888889,3.2222222222222223,3,14,52,133.17866762866763,0.19555555555555557,5.111111111111111,1
"Novimex 沙滩椅, 红色",4.0,0.125,2.75,3,6,16,214.43055555555557,0.2825,2.75,2
"Wilson Jones 装订机, 回收",3.1666666666666665,0.13333333333333333,2.6666666666666665,1,3,29,62.36957671957672,0.21666666666666665,3.8333333333333335,2
"Boston 记号笔, 蓝色",3.4,0.12000000000000002,3.0,1,16,34,122.95,0.254,3.2,2
"惠普 传真复印机, 红色",4.666666666666667,0.0,3.8333333333333335,2,9,12,798.3444444444444,0.29,2.6666666666666665,2
"Smead 运输标签, 红色",3.0,0.0,3.0,1,12,35,53.28125,0.44,2.375,2
"Ames 商业信封, 每套 50 个",4.4,0.0,3.6,1,2,39,68.32880952380953,0.12,5.4,1
"Wilson Jones 订书机, 透明",5.090909090909091,0.14545454545454548,3.6363636363636362,1,3,29,226.0340909090909,0.054545454545454536,3.6363636363636362,1
"Chromcraft 木桌, 组装",4.0,0.425,4.0,3,17,64,2258.708333333333,-0.135,6.5,0
"贝尔金 记忆卡, 耐用",3.3333333333333335,0.06666666666666667,3.0,2,10,57,536.7444444444445,0.17833333333333334,2.6666666666666665,1
"Barricks 圆桌, 长方形",3.5,0.425,3.0,3,17,65,2328.875,-0.9,3.0,0
"松下 喷墨打印机, 耐用",4.25,0.0,4.0,2,5,44,1457.0,0.04,2.5,1
"Cuisinart 咖啡研磨机, 白色",3.8333333333333335,0.13333333333333333,3.0,1,4,54,171.6666666666667,0.19333333333333336,4.0,1
"摩托罗拉 充电器, 混合尺寸",4.125,0.15000000000000002,3.5,2,11,66,3012.5819444444446,-0.10124999999999999,5.625,0
"OIC 夹子, 每包 12 个",4.75,0.2,3.75,1,8,25,89.54861111111111,0.185,3.5,1
"Ames 外皮和封条, 银色",3.8,0.0,3.6,1,2,39,98.44666666666667,0.07,2.8,1
"Stockwell 图钉, 每包 12 个",3.2777777777777777,0.08888888888888889,3.0,1,8,10,59.23456790123456,0.36777777777777776,3.8333333333333335,2
"Wilson Jones 标签, 耐用",3.6,0.32,3.2,1,3,29,37.16111111111111,-0.38,3.0,0
"Hewlett 复印机, 红色",4.4,0.16,3.6,2,9,21,1221.9619047619049,0.18799999999999994,4.6,1
"诺基亚 音频基座, 混合尺寸",4.0,0.0,3.3333333333333335,2,11,15,791.5,0.43,2.6666666666666665,2
"Enermax 备忘录便条, 优质",4.5,0.0,3.8333333333333335,1,7,58,73.0324074074074,0.19999999999999998,5.166666666666667,1
"Accos 夹子, 整包",2.4,0.16,2.4,1,8,26,90.38888888888889,-0.15400000000000003,2.4,0
"GlobeWeis 局间信封, 红色",4.5,0.0,4.0,1,2,2,239.63333333333333,0.44,5.5,2
"松下 收据打印机, 多色",3.2,0.08,3.2,2,5,44,564.3466666666667,0.4,3.2,2
"Boston 钢笔, 混合尺寸",3.5714285714285716,0.2857142857142857,3.2857142857142856,1,16,34,81.11190476190475,-0.53,3.5714285714285716,0
"Kleencut 美工刀, 锯齿状",3.3333333333333335,0.0,2.6666666666666665,1,1,4,146.3888888888889,0.34,2.6666666666666665,2
"Enermax 记忆卡, 实惠",4.571428571428571,0.1142857142857143,3.2857142857142856,2,10,58,533.8571428571429,0.14285714285714288,2.7142857142857144,1
"Barricks 电脑桌, 长方形",3.5,0.55,3.25,3,17,65,2218.3928571428573,-0.17250000000000001,3.75,0
"SAFCO 扶手椅, 黑色",4.111111111111111,0.17777777777777778,3.5555555555555554,3,6,8,2141.9670781893005,0.07111111111111111,2.6666666666666665,1
"贝尔金 键盘, 实惠",3.3333333333333335,0.26666666666666666,3.6666666666666665,2,10,57,391.3055555555556,0.28,2.6666666666666665,2
"Avery 可去除的标签, 可调",3.5,0.0,3.0,1,12,19,40.375,0.45,3.0,2
"Acco 订书机, 耐用",2.625,0.0,2.625,1,3,56,245.40357142857144,0.27,3.75,2
"施乐 信纸, 多色",3.857142857142857,0.0,3.4285714285714284,1,7,67,216.44217687074828,0.48,3.2857142857142856,2
"诺基亚 充电器, 混合尺寸",3.8,0.08,3.2,2,11,15,2981.5476190476193,0.4,5.2,2
"诺基亚 智能手机, 混合尺寸",3.8,0.16,3.4,2,11,15,587.9666666666668,0.33999999999999997,4.8,2
"Kleencut 开信刀, 钢",4.75,0.2,3.5,1,1,4,123.31296296296297,-0.25499999999999995,5.0,0
"Fellowes 锁柜, 工业",4.166666666666667,0.0,3.5,1,15,30,969.8357142857143,0.48,5.0,2
"Tenex 盒, 金属",3.6,0.0,3.2,1,15,28,72.7,0.32,4.2,2
"Avery 标签, 实惠",3.142857142857143,0.1142857142857143,2.857142857142857,1,3,19,29.546031746031748,0.40285714285714286,4.0,2
"Acco 标签, 耐用",3.3333333333333335,0.0,3.3333333333333335,1,3,56,47.0,0.26,3.6666666666666665,2
"Enermax 鼠标, 可编程",3.6,0.16,3.6,2,10,58,195.0,-0.192,5.0,0
"SanDisk 闪存驱动器, 回收",3.5,0.0,3.0,2,10,14,174.45,0.08,3.5,1
"Stiletto 大剪刀, 工业",4.142857142857143,0.05714285714285715,3.5714285714285716,1,1,53,232.0119047619048,0.06857142857142857,4.142857142857143,1
"Enermax 键盘, 回收",4.333333333333333,0.17777777777777778,3.6666666666666665,2,10,58,379.3070546737214,0.13,4.111111111111111,1
"Novimex 运输标签, 可调",4.2,0.0,3.0,1,12,16,41.31904761904762,0.12,3.2,1
"BIC 铅笔刀, 金属",4.0,0.27999999999999997,3.6,1,16,68,141.28333333333336,-0.8540000000000001,1.8,0
"Kleencut 剪刀, 锯齿状",4.25,0.05,3.75,1,1,4,88.65246212121212,0.2525,4.375,2
"Novimex 运输标签, 白色",4.833333333333333,0.0,3.3333333333333335,1,12,16,51.30357142857142,0.4699999999999999,4.5,2
"Breville 炉灶, 红色",3.2,0.0,3.0,1,4,37,2620.653333333333,0.31,2.6,2
"Office Star 摇椅, 每套两件",3.6,0.11000000000000001,3.0,3,6,24,667.9884259259259,-0.13299999999999998,4.5,0
"罗技 记忆卡, 可编程",3.3333333333333335,0.0,2.6666666666666665,2,10,27,489.5,0.11,2.6666666666666665,1
"松下 电话, 白色",3.2,0.0,3.0,2,5,44,388.58095238095245,0.07,4.2,1
"摩托罗拉 信号增强器, 全尺寸",3.1666666666666665,0.06666666666666667,3.1666666666666665,2,11,66,674.0,0.3333333333333333,5.166666666666667,2
"摩托罗拉 办公室电话机, 混合尺寸",4.25,0.2,3.25,2,11,66,348.25,-0.12,2.75,0
"Smead 有色标签, 耐用",4.25,0.0,3.0,1,12,35,62.77083333333333,0.41,2.75,2
"贝尔金 鼠标, 可编程",3.3333333333333335,0.06666666666666667,3.1666666666666665,2,10,57,197.03703703703704,-0.021666666666666667,3.3333333333333335,0
"Acco 标签, 回收",3.5555555555555554,0.13333333333333336,3.3333333333333335,1,3,56,41.675925925925924,-0.06333333333333334,2.3333333333333335,0
"诺基亚 充电器, 整包",4.0,0.05714285714285715,3.2857142857142856,2,11,15,2968.6142857142854,0.26571428571428574,3.142857142857143,2
"Novimex 可去除的标签, 可调",2.857142857142857,0.0,2.7142857142857144,1,12,16,36.27857142857143,0.03,3.857142857142857,1
"Fiskars 尺子, 工业",4.2,0.08,3.0,1,1,1,74.97142857142858,0.036,3.8,1
"Rogers 盘, 蓝色",2.727272727272727,0.0,2.4545454545454546,1,15,42,287.9250295159386,0.35000000000000003,4.0,2
"Bush 书库, 金属",3.8,0.24000000000000005,3.6,3,13,59,1697.7444444444445,-0.28600000000000003,3.6,0
"Avery 圆形标签, 红色",4.75,0.0,3.75,1,12,19,32.4469696969697,0.2,4.5,1
